index,record_id,batch,continent,zone,item_name,item_category,slot,equippable,inventory_only,magic,lore,no_drop,quest_item,weight,size,classes_classic,races_classic,stats_raw,damage,delay,weapon_skill,proc_click_focus,source_npc,source_npc_level,source_npc_class,source_npc_race_type,placeholder,placeholder_level_range,nearby_enemy_level_range,spawn_type,spawn_location,respawn_timer,time_condition,special_abilities,social_or_add_risk,faction_consequences,drop_frequency,drop_rate_reported,drop_notes,era_status,tlp_status,legends_status,best_for_classes,best_for_archetypes,general_value_notes,personal_build_notes,effect_transfer_value,target_priority_general,duplicate_item_group,inclusion_reason,source_scope,core_or_supplemental,data_confidence,source_primary,source_secondary,research_notes,approved,revision,stats_classic,stats_eql,classes_eql,races_eql,source_npc_level_classic,source_npc_level_eql,eql_verification_status,eql_audit_action,eql_npc_confirmed,eql_item_confirmed,eql_drop_source_confirmed,eql_stats_match,eql_classes_match,eql_races_match,eql_effect_match,eql_spawn_match,eql_era_status,eql_wiki_source,eql_official_source,eql_last_checked,eql_changes_summary,eql_verification_notes,official_override_status,official_source_checked,eql_wiki_listing_status,eql_wiki_verification_state,current_build_confirmed,evidence_grade,evidence_strength,conflict_status,classic_original_launch,classic_historical_era,last_directly_observed,primary_evidence_layer,per_field_provenance_notes,schema_version,record_type,record_status,source_record_id,canonical_record_id,parent_record_id,related_record_ids,display_default,searchable,record_notes,faction_risk_level,faction_hits_known,faction_gains_known,city_access_risk,merchant_access_risk,quest_access_risk,initial_disposition,protected_npc_type,faction_behavior_notes,creature_family,creature_subfamily,normalized_source_name,source_name_aliases,shared_loot_family,family_faction,family_hostility,family_zone_scope,source_variant_notes,zone_type,zone_subarea,zone_wing,zone_floor,camp_or_room,location_coordinates,location_description,navigation_notes,escape_or_exit_risk,environmental_hazards,encounter_name,encounter_type,encounter_tier,encounter_group_size,encounter_raid_size,encounter_difficulty,encounter_trigger,encounter_scripted,encounter_phases,encounter_adds,encounter_failure_condition,encounter_reset_behavior,encounter_notes,placeholder_npc,placeholder_cycle,spawn_probability,spawn_count,spawn_window,respawn_variance,despawn_condition,spawn_dependencies,spawn_guaranteed,spawn_mechanics_notes,instance_status,instance_type,instance_name,instance_entry_method,instance_reuse_timer,loot_lockout_type,loot_lockout_duration,lockout_scope,lockout_applies_per_npc,lockout_applies_per_instance,lockout_bypass_conditions,instance_notes,loot_delivery_method,loot_container_name,loot_table_name,loot_table_tier,loot_pool_type,loot_roll_type,loot_quantity_min,loot_quantity_max,loot_slots_reported,loot_selection_behavior,shared_loot_notes,currency_drop,loot_delivery_notes,drop_rate_type,drop_rate_numerator,drop_rate_denominator,drop_rate_sample_size,drop_rate_pool_probability,drop_rate_item_probability,drop_rate_source,drop_rate_confidence,drop_rate_conditions,access_requirement,access_key_item,access_key_consumed,access_quest,minimum_recommended_level,minimum_group_size,minimum_raid_size,class_role_requirements,door_or_lock_requirement,levitation_required,underwater_required,resist_requirements,corpse_recovery_difficulty,bind_or_reentry_notes,access_notes,encounter_hp,encounter_ac,damage_per_hit_min,damage_per_hit_max,attacks_per_round,aoe_effects,single_target_effects,debuffs,summons_players,enrages,rampage,flurry,banishes,mem_blur,charm,fear,death_touch,resist_profile,immunity_profile,combat_mechanics_notes,raid_target,raid_classification,raid_progression_role,raid_prerequisite,contested_status,racing_or_engagement_rules,racing_line,open_world_competition,recommended_composition,raid_notes,quest_name,quest_step,quest_role,epic_class,progression_category,required_for_access,required_for_spawn,required_for_turn_in,reward_type,quest_dependency_notes,content_availability,availability_context,availability_start,availability_end,availability_condition,beta_availability_status,launch_availability_status,instance_availability_status,compatibility_action,compatibility_reason,custom_tags,alternate_names,content_group_id,data_extension_json
55,B25-SOLA-ENC-013,25,Antonica,Solusek's Eye,Inferno Goblin Torturer and jail,,,,,,,,,,,,,,,,,,,,,,,,27-28,,,,,,Faction gain exception,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-013,,,No,No,Turquoise Eyepatch and Memento Box.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Jail branch,,,Torturer room,,,,,,Inferno Goblin Torturer and jail,Named Encounter,,,,,,,,,,,Turquoise Eyepatch and Memento Box.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
56,B25-SOLA-ENC-014,25,Antonica,Solusek's Eye,Solusek Goblin King room,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,Champion placeholder,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-014,,,No,No,Ring of Goblin Lords and Scepter of Flame.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Throne branch,,,King room,,,,,,Solusek Goblin King room,Named Encounter,,,,,,,,,,,Ring of Goblin Lords and Scepter of Flame.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
57,B25-SOLA-ENC-015,25,Antonica,Solusek's Eye,Lord Gimblox throne spawn,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,Quest-era availability,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-015,,,No,No,Epic-era named and Signet Ring drop.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Throne branch,,,Throne room,,,,,,Lord Gimblox throne spawn,Quest-era Named,,,,,,,,,,,Epic-era named and Signet Ring drop.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
58,B25-SOLA-ENC-016,25,Antonica,Solusek's Eye,Lynada the Exiled room,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,Faction exception,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-016,,,No,No,"Sparkle Purse, Damask Amice, and unusual goblin faction hit.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Lynada branch,,,Lynada room,,,,,,Lynada the Exiled room,Quest Named,,,,,,,,,,,"Sparkle Purse, Damask Amice, and unusual goblin faction hit.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
59,B25-SOLA-ENC-017,25,Antonica,Solusek's Eye,Solusek Mage and Champion family,,,,,,,,,,,,,,,,,,,,,,,,28-34,,,,,,Multiple source locations,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-017,,,No,No,Firewalker Boots active; Fiery Vambraces incomplete.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Elite goblin population,,,Multiple rooms,,,,,,Solusek Mage and Champion family,Narrow Source Family,,,,,,,,,,,Firewalker Boots active; Fiery Vambraces incomplete.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
60,B25-SOLA-ENC-018,25,Antonica,Solusek's Eye,Gnome fort entrance,,,,,,,,,,,,,,,,,,,,,,,,28-40,,,,,,Ak'Anon faction risk,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-018,,,No,No,Gnomes and clockworks assist each other.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Gnome fort,,,Fort entrance,,,,,,Gnome fort entrance,Camp Population,,,,,,,,,,,Gnomes and clockworks assist each other.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
61,B25-SOLA-ENC-019,25,Antonica,Solusek's Eye,Captain Bipnubble room,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,High HP,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-019,,,No,No,Gnomish Environment Suit source.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Gnome fort,,,Upper fort,,,,,,Captain Bipnubble room,Named Encounter,,,,,,,,,,,Gnomish Environment Suit source.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
62,B25-SOLA-ENC-020,25,Antonica,Solusek's Eye,Gabbie Mardoddle room,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,Wizard spells,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-020,,,No,No,Mithril Quill and Molten Cloak.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Gnome fort,,,Gabbie room,,,,,,Gabbie Mardoddle room,Named Encounter,,,,,,,,,,,Mithril Quill and Molten Cloak.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
63,B25-SOLA-ENC-021,25,Antonica,Solusek's Eye,Clockwork model corridors,,,,,,,,,,,,,,,,,,,,,,,,28-34,,,,,,High MR variants,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-021,,,No,No,"CA through XC models, spiders, and mining-company assists.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Clockwork corridors,,,Model routes,,,,,,Clockwork model corridors,Shared Population,,,,,,,,,,,"CA through XC models, spiders, and mining-company assists.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
64,B25-SOLA-ENC-022,25,Antonica,Solusek's Eye,CWG Model EXG patrol,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,Roaming named,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-022,,,No,No,"SX placeholder, damage shield, and guardian items.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Clockwork corridors,,,EXG route,,,,,,CWG Model EXG patrol,Special Named,,,,,,,,,,,"SX placeholder, damage shield, and guardian items.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
65,B25-SOLA-ENC-023,25,Antonica,Solusek's Eye,Lava Elemental cycle,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,Lava pathing,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-023,,,No,No,CWG Model MB placeholder; may path into lava.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Deep elemental branch,,,Lava route,,,,,,Lava Elemental cycle,Special Named,,,,,,,,,,,CWG Model MB placeholder; may path into lava.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
66,B25-SOLA-ENC-024,25,Antonica,Solusek's Eye,Nagafen's Lair transitions,,,,,,,,,,,,,,,,,,,,,,,,30-40,,,,,,High-level Sol B arrivals,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,encounter_metadata,Metadata,,B25-SOLA-ENC-024,,,No,No,Escape routes and contamination boundary; Sol B loot excluded.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,Zone boundary,,,Multiple Sol B zone lines,,,,,,Nagafen's Lair transitions,Access Network,,,,,,,,,,,Escape routes and contamination boundary; Sol B loot excluded.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,,,B25-SOLA,
67,B25-SOLA-GMETA-001,25,Antonica,Solusek's Eye,Fire Goblin Skin family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,metadata,Metadata,,B25-SOLA-GMETA-001,,,No,No,Broad fire-goblin-family item; no duplicate row per goblin rank.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Fire Goblin Skin family,,,,,,,,,,,,Broad fire-goblin-family item; no duplicate row per goblin rank.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,loot-family;fire-goblin,,B25-SOLA,
68,B25-SOLA-GMETA-002,25,Antonica,Solusek's Eye,Generic goblin meat and blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,metadata,Metadata,,B25-SOLA-GMETA-002,,,No,No,Common goblin components remain broad population metadata.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Generic goblin meat and blood,,,,,,,,,,,,Common goblin components remain broad population metadata.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,global-loot;excluded,,B25-SOLA,
69,B25-SOLA-GMETA-003,25,Antonica,Solusek's Eye,Ore and mining materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,metadata,Metadata,,B25-SOLA-GMETA-003,,,No,No,"Ore bricks, blue ore, melatite, and dufrenite remain mining-family metadata.",,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Ore and mining materials,,,,,,,,,,,,"Ore bricks, blue ore, melatite, and dufrenite remain mining-family metadata.",,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,loot-family;ore,,B25-SOLA,
70,B25-SOLA-GMETA-004,25,Antonica,Solusek's Eye,Clockwork modules and power sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,metadata,Metadata,,B25-SOLA-GMETA-004,,,No,No,Modules and power sources remain progression metadata unless exact quest use is locked.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Clockwork modules and power sources,,,,,,,,,,,,Modules and power sources remain progression metadata unless exact quest use is locked.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,loot-family;clockwork,,B25-SOLA,
71,B25-SOLA-GMETA-005,25,Antonica,Solusek's Eye,Generic research words and pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,metadata,Metadata,,B25-SOLA-GMETA-005,,,No,No,Research drops remain broad population metadata.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Generic research words and pages,,,,,,,,,,,,Research drops remain broad population metadata.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,global-loot;excluded,,B25-SOLA,
72,B25-SOLA-GMETA-006,25,Antonica,Solusek's Eye,Imp Blood and fire components,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,metadata,Metadata,,B25-SOLA-GMETA-006,,,No,No,Imp Blood and generic elemental components remain family metadata.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Imp Blood and fire components,,,,,,,,,,,,Imp Blood and generic elemental components remain family metadata.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,loot-family;fire,,B25-SOLA,
73,B25-SOLA-GMETA-007,25,Antonica,Solusek's Eye,Tattered Gnomish Cloak shared table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone-specific,Supplemental,Medium,https://eqlwiki.com/Solusek%27s_Eye,https://wiki.project1999.com/Solusek%27s_Eye,,Yes,1,,,,,,,Current EQL Wiki-supported; direct-build confirmation varies,Add,,,,,,,,,,https://eqlwiki.com/Solusek%27s_Eye,,2026-07-28,,,,Yes,Listed,Current Wiki evidence,No,C,Current EQL Sol A records with classic historical comparison.,,,,,Current EQL Wiki,,EQL-LOOT-1.0,metadata,Metadata,,B25-SOLA-GMETA-007,,,No,No,Shared goblin-prisoner quest item; not a named-exclusive active row.,,,,,,,,,,,,,,,,,,,Open-world indoor dungeon,,,,,,,,,,Tattered Gnomish Cloak shared table,,,,,,,,,,,,Shared goblin-prisoner quest item; not a named-exclusive active row.,,,,,,,,,,,Open World,Open World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Available,Current EQL Solusek's Eye / Sol A; Nagafen's Lair sources excluded,,,,Confirmed,Unconfirmed,,,,shared-table,,B25-SOLA,
